CustomerID,Segment
12654,Precisando de Atenção
12656,Clientes Leais
12657,Precisando de Atenção
12658,Clientes Promissores
12659,Clientes Promissores
12660,Em Risco
12662,Campeões
12664,Campeões
12665,Hibernando/Perdidos
12667,Clientes Promissores
12668,Precisando de Atenção
12669,Grandes Gastadores Recentes
12670,Precisando de Atenção
12672,Hibernando/Perdidos
12673,Em Risco
12674,Clientes Leais
12676,Clientes Leais
12678,Clientes Leais
12679,Clientes Leais
12680,Precisando de Atenção
12681,Clientes Leais
12682,Campeões
12683,Campeões
12684,Campeões
12685,Clientes Leais
12686,Hibernando/Perdidos
12688,Grandes Gastadores Recentes
12689,Grandes Gastadores Recentes
12690,Hibernando/Perdidos
12691,Clientes Leais
12693,Clientes Leais
12694,Clientes Promissores
12695,Precisando de Atenção
12697,Grandes Gastadores Recentes
12700,Precisando de Atenção
12701,Clientes Promissores
12702,Clientes Promissores
12703,Clientes Promissores
12704,Campeões
12705,Clientes Leais
12707,Hibernando/Perdidos
12708,Clientes Leais
12709,Clientes Leais
12710,Grandes Gastadores Recentes
12712,Clientes Leais
12713,Em Risco
12714,Precisando de Atenção
12715,Clientes Promissores
12716,Em Risco
12717,Grandes Gastadores Recentes
12718,Clientes Promissores
12719,Em Risco
12720,Campeões
12721,Clientes Leais
12722,Clientes Leais
12723,Precisando de Atenção
12724,Precisando de Atenção
12725,Hibernando/Perdidos
12726,Clientes Leais
12727,Campeões
12728,Clientes Leais
12729,Clientes Promissores
12731,Clientes Leais
12732,Hibernando/Perdidos
12733,Hibernando/Perdidos
12734,Hibernando/Perdidos
12735,Hibernando/Perdidos
12736,Hibernando/Perdidos
12738,Hibernando/Perdidos
12739,Grandes Gastadores Recentes
12740,Clientes Promissores
12743,Clientes Promissores
12744,Clientes Leais
12747,Campeões
12748,Campeões
12749,Precisando de Atenção
12750,Clientes Promissores
12752,Grandes Gastadores Recentes
12753,Clientes Leais
12754,Hibernando/Perdidos
12755,Hibernando/Perdidos
12756,Clientes Promissores
12757,Clientes Leais
12758,Grandes Gastadores Recentes
12759,Grandes Gastadores Recentes
12762,Em Risco
12763,Clientes Promissores
12764,Hibernando/Perdidos
12766,Campeões
12769,Hibernando/Perdidos
12770,Hibernando/Perdidos
12772,Clientes Promissores
12775,Clientes Leais
12778,Clientes Leais
12779,Clientes Leais
12781,Clientes Promissores
12782,Precisando de Atenção
12783,Campeões
12784,Em Risco
12785,Hibernando/Perdidos
12787,Em Risco
12789,Clientes Promissores
12790,Hibernando/Perdidos
12791,Hibernando/Perdidos
12792,Hibernando/Perdidos
12793,Hibernando/Perdidos
12794,Clientes Promissores
12795,Clientes Promissores
12797,Hibernando/Perdidos
12798,Precisando de Atenção
12802,Hibernando/Perdidos
12808,Clientes Promissores
12809,Clientes Promissores
12811,Hibernando/Perdidos
12812,Clientes Promissores
12814,Clientes Promissores
12815,Grandes Gastadores Recentes
12816,Clientes Promissores
12817,Hibernando/Perdidos
12818,Hibernando/Perdidos
12820,Precisando de Atenção
12821,Hibernando/Perdidos
12822,Grandes Gastadores Recentes
12823,Clientes Leais
12824,Clientes Promissores
12826,Precisando de Atenção
12827,Em Risco
12828,Precisando de Atenção
12829,Hibernando/Perdidos
12830,Clientes Leais
12831,Hibernando/Perdidos
12832,Clientes Promissores
12833,Clientes Promissores
12834,Hibernando/Perdidos
12836,Clientes Leais
12837,Clientes Promissores
12838,Clientes Promissores
12839,Campeões
12840,Clientes Leais
12841,Campeões
12842,Grandes Gastadores Recentes
12843,Clientes Leais
12844,Clientes Promissores
12845,Hibernando/Perdidos
12847,Clientes Promissores
12849,Grandes Gastadores Recentes
12851,Clientes Promissores
12852,Hibernando/Perdidos
12853,Clientes Leais
12854,Grandes Gastadores Recentes
12855,Hibernando/Perdidos
12856,Campeões
12857,Hibernando/Perdidos
12863,Clientes Promissores
12864,Clientes Promissores
12865,Grandes Gastadores Recentes
12866,Hibernando/Perdidos
12867,Clientes Leais
12868,Hibernando/Perdidos
12871,Clientes Promissores
12872,Hibernando/Perdidos
12873,Hibernando/Perdidos
12875,Clientes Promissores
12876,Grandes Gastadores Recentes
12877,Precisando de Atenção
12878,Hibernando/Perdidos
12879,Clientes Promissores
12881,Hibernando/Perdidos
12882,Em Risco
12883,Clientes Leais
12884,Clientes Promissores
12885,Grandes Gastadores Recentes
12886,Grandes Gastadores Recentes
12888,Hibernando/Perdidos
12890,Clientes Promissores
12891,Hibernando/Perdidos
12893,Clientes Promissores
12895,Clientes Promissores
12897,Hibernando/Perdidos
12901,Campeões
12902,Hibernando/Perdidos
12904,Clientes Promissores
12906,Precisando de Atenção
12908,Clientes Promissores
12909,Clientes Leais
12910,Clientes Leais
12912,Precisando de Atenção
12913,Precisando de Atenção
12915,Clientes Promissores
12916,Clientes Leais
12917,Clientes Promissores
12919,Precisando de Atenção
12920,Clientes Promissores
12921,Campeões
12922,Clientes Promissores
12923,Clientes Promissores
12924,Clientes Leais
12925,Em Risco
12928,Clientes Leais
12929,Hibernando/Perdidos
12930,Clientes Promissores
12931,Clientes Leais
12933,Clientes Promissores
12935,Campeões
12936,Clientes Leais
12937,Clientes Leais
12938,Clientes Promissores
12939,Clientes Leais
12940,Clientes Promissores
12942,Clientes Promissores
12944,Clientes Promissores
12945,Hibernando/Perdidos
12947,Clientes Leais
12948,Clientes Leais
12949,Clientes Leais
12950,Precisando de Atenção
12951,Precisando de Atenção
12952,Precisando de Atenção
12953,Em Risco
12955,Campeões
12956,Hibernando/Perdidos
12957,Campeões
12962,Em Risco
12963,Precisando de Atenção
12965,Clientes Promissores
12966,Em Risco
12967,Hibernando/Perdidos
12968,Clientes Promissores
12970,Em Risco
12971,Campeões
12974,Hibernando/Perdidos
12976,Hibernando/Perdidos
12977,Clientes Promissores
12980,Clientes Leais
12981,Clientes Promissores
12982,Hibernando/Perdidos
12984,Clientes Promissores
12985,Em Risco
12987,Clientes Promissores
12988,Hibernando/Perdidos
12989,Campeões
12990,Clientes Promissores
12991,Clientes Promissores
12993,Clientes Leais
12994,Precisando de Atenção
12995,Clientes Promissores
12997,Clientes Leais
12999,Hibernando/Perdidos
13000,Clientes Promissores
13001,Campeões
13002,Hibernando/Perdidos
13003,Clientes Promissores
13004,Campeões
13005,Clientes Promissores
13006,Clientes Promissores
13008,Hibernando/Perdidos
13011,Hibernando/Perdidos
13012,Precisando de Atenção
13013,Campeões
13014,Campeões
13015,Clientes Leais
13016,Clientes Promissores
13017,Em Risco
13018,Clientes Leais
13021,Campeões
13023,Clientes Promissores
13026,Precisando de Atenção
13027,Clientes Leais
13028,Clientes Promissores
13029,Grandes Gastadores Recentes
13030,Em Risco
13032,Grandes Gastadores Recentes
13033,Hibernando/Perdidos
13034,Clientes Promissores
13035,Clientes Promissores
13037,Clientes Promissores
13038,Clientes Promissores
13040,Em Risco
13043,Hibernando/Perdidos
13044,Hibernando/Perdidos
13045,Clientes Promissores
13046,Clientes Promissores
13047,Clientes Leais
13048,Clientes Leais
13049,Clientes Promissores
13050,Clientes Leais
13052,Hibernando/Perdidos
13055,Grandes Gastadores Recentes
13058,Clientes Promissores
13059,Hibernando/Perdidos
13060,Hibernando/Perdidos
13061,Clientes Promissores
13062,Hibernando/Perdidos
13064,Precisando de Atenção
13065,Hibernando/Perdidos
13066,Clientes Promissores
13067,Clientes Promissores
13068,Em Risco
13069,Campeões
13070,Hibernando/Perdidos
13072,Hibernando/Perdidos
13075,Clientes Promissores
13077,Precisando de Atenção
13078,Campeões
13079,Em Risco
13080,Clientes Promissores
13081,Campeões
13082,Clientes Leais
13083,Em Risco
13085,Clientes Promissores
13089,Campeões
13090,Campeões
13091,Clientes Promissores
13092,Clientes Leais
13093,Hibernando/Perdidos
13094,Clientes Leais
13095,Clientes Promissores
13097,Clientes Leais
13098,Campeões
13099,Clientes Promissores
13101,Hibernando/Perdidos
13102,Campeões
13103,Clientes Promissores
13104,Precisando de Atenção
13106,Clientes Promissores
13107,Clientes Leais
13108,Hibernando/Perdidos
13109,Clientes Promissores
13110,Clientes Leais
13113,Campeões
13115,Precisando de Atenção
13116,Clientes Promissores
13117,Clientes Leais
13118,Clientes Leais
13120,Hibernando/Perdidos
13121,Hibernando/Perdidos
13122,Clientes Promissores
13124,Grandes Gastadores Recentes
13126,Campeões
13127,Clientes Promissores
13130,Clientes Promissores
13131,Grandes Gastadores Recentes
13132,Hibernando/Perdidos
13133,Hibernando/Perdidos
13134,Clientes Leais
13135,Hibernando/Perdidos
13136,Clientes Leais
13137,Campeões
13138,Clientes Leais
13139,Clientes Leais
13140,Clientes Promissores
13141,Clientes Leais
13142,Clientes Promissores
13144,Hibernando/Perdidos
13145,Clientes Leais
13146,Clientes Promissores
13147,Precisando de Atenção
13148,Clientes Leais
13149,Clientes Leais
13151,Hibernando/Perdidos
13153,Em Risco
13155,Clientes Leais
13157,Clientes Leais
13158,Clientes Leais
13159,Precisando de Atenção
13160,Clientes Promissores
13161,Hibernando/Perdidos
13162,Clientes Leais
13165,Grandes Gastadores Recentes
13166,Hibernando/Perdidos
13167,Clientes Leais
13168,Clientes Leais
13169,Clientes Promissores
13170,Clientes Promissores
13171,Clientes Promissores
13173,Em Risco
13174,Grandes Gastadores Recentes
13176,Clientes Promissores
13177,Clientes Promissores
13178,Clientes Leais
13182,Clientes Promissores
13183,Campeões
13184,Clientes Leais
13185,Hibernando/Perdidos
13186,Grandes Gastadores Recentes
13187,Hibernando/Perdidos
13188,Em Risco
13189,Clientes Promissores
13192,Clientes Promissores
13193,Clientes Promissores
13194,Clientes Promissores
13196,Precisando de Atenção
13198,Campeões
13199,Campeões
13200,Clientes Leais
13203,Precisando de Atenção
13207,Clientes Promissores
13208,Clientes Leais
13209,Clientes Leais
13210,Clientes Promissores
13211,Precisando de Atenção
13212,Clientes Promissores
13213,Clientes Leais
13216,Hibernando/Perdidos
13217,Clientes Promissores
13218,Clientes Promissores
13220,Clientes Leais
13221,Hibernando/Perdidos
13223,Hibernando/Perdidos
13224,Grandes Gastadores Recentes
13225,Campeões
13226,Hibernando/Perdidos
13227,Hibernando/Perdidos
13228,Clientes Promissores
13229,Hibernando/Perdidos
13230,Campeões
13232,Precisando de Atenção
13233,Clientes Promissores
13235,Hibernando/Perdidos
13236,Clientes Promissores
13238,Clientes Leais
13239,Hibernando/Perdidos
13240,Clientes Leais
13242,Clientes Promissores
13243,Hibernando/Perdidos
13244,Clientes Promissores
13245,Clientes Promissores
13246,Clientes Leais
13247,Clientes Leais
13248,Clientes Promissores
13249,Clientes Promissores
13253,Grandes Gastadores Recentes
13255,Em Risco
13258,Precisando de Atenção
13259,Clientes Promissores
13260,Clientes Promissores
13261,Hibernando/Perdidos
13262,Hibernando/Perdidos
13263,Campeões
13265,Clientes Leais
13266,Campeões
13267,Campeões
13268,Clientes Leais
13269,Campeões
13270,Hibernando/Perdidos
13271,Clientes Promissores
13272,Clientes Promissores
13273,Clientes Promissores
13276,Clientes Promissores
13277,Clientes Leais
13278,Clientes Promissores
13279,Clientes Promissores
13280,Clientes Promissores
13282,Grandes Gastadores Recentes
13283,Clientes Promissores
13284,Hibernando/Perdidos
13285,Clientes Leais
13291,Clientes Promissores
13292,Clientes Promissores
13294,Hibernando/Perdidos
13295,Hibernando/Perdidos
13296,Clientes Promissores
13297,Precisando de Atenção
13298,Em Risco
13299,Hibernando/Perdidos
13300,Clientes Promissores
13301,Clientes Leais
13302,Clientes Promissores
13304,Hibernando/Perdidos
13305,Precisando de Atenção
13307,Clientes Promissores
13308,Grandes Gastadores Recentes
13309,Precisando de Atenção
13310,Grandes Gastadores Recentes
13311,Em Risco
13313,Clientes Leais
13314,Precisando de Atenção
13316,Clientes Leais
13317,Clientes Leais
13318,Precisando de Atenção
13319,Campeões
13320,Clientes Leais
13321,Clientes Promissores
13322,Clientes Promissores
13323,Precisando de Atenção
13324,Clientes Leais
13325,Clientes Promissores
13327,Clientes Leais
13328,Hibernando/Perdidos
13329,Clientes Promissores
13330,Grandes Gastadores Recentes
13332,Clientes Promissores
13334,Grandes Gastadores Recentes
13336,Clientes Promissores
13338,Clientes Promissores
13339,Hibernando/Perdidos
13340,Clientes Leais
13341,Hibernando/Perdidos
13343,Clientes Promissores
13344,Grandes Gastadores Recentes
13345,Hibernando/Perdidos
13347,Clientes Promissores
13348,Clientes Promissores
13349,Em Risco
13350,Grandes Gastadores Recentes
13351,Clientes Promissores
13352,Clientes Promissores
13354,Clientes Promissores
13355,Clientes Promissores
13356,Clientes Promissores
13357,Hibernando/Perdidos
13358,Hibernando/Perdidos
13359,Clientes Promissores
13362,Precisando de Atenção
13363,Grandes Gastadores Recentes
13364,Clientes Promissores
13365,Grandes Gastadores Recentes
13366,Clientes Promissores
13368,Hibernando/Perdidos
13369,Hibernando/Perdidos
13370,Hibernando/Perdidos
13372,Clientes Promissores
13373,Grandes Gastadores Recentes
13375,Clientes Promissores
13376,Grandes Gastadores Recentes
13379,Clientes Promissores
13381,Clientes Leais
13382,Hibernando/Perdidos
13384,Clientes Leais
13385,Hibernando/Perdidos
13388,Clientes Promissores
13389,Precisando de Atenção
13390,Clientes Promissores
13391,Hibernando/Perdidos
13394,Campeões
13395,Hibernando/Perdidos
13396,Grandes Gastadores Recentes
13397,Clientes Leais
13398,Hibernando/Perdidos
13402,Clientes Promissores
13403,Clientes Promissores
13404,Em Risco
13405,Clientes Promissores
13408,Campeões
13410,Clientes Leais
13411,Clientes Promissores
13414,Grandes Gastadores Recentes
13416,Clientes Promissores
13417,Em Risco
13418,Campeões
13419,Clientes Promissores
13420,Clientes Promissores
13421,Grandes Gastadores Recentes
13422,Grandes Gastadores Recentes
13425,Grandes Gastadores Recentes
13426,Campeões
13427,Clientes Promissores
13428,Em Risco
13429,Precisando de Atenção
13430,Clientes Promissores
13431,Grandes Gastadores Recentes
13434,Clientes Promissores
13435,Campeões
13436,Em Risco
13437,Clientes Leais
13439,Hibernando/Perdidos
13441,Clientes Promissores
13447,Grandes Gastadores Recentes
13448,Clientes Leais
13449,Clientes Promissores
13450,Clientes Leais
13451,Clientes Leais
13452,Hibernando/Perdidos
13453,Clientes Promissores
13455,Grandes Gastadores Recentes
13456,Clientes Leais
13458,Campeões
13460,Clientes Promissores
13461,Grandes Gastadores Recentes
13462,Hibernando/Perdidos
13464,Clientes Promissores
13466,Hibernando/Perdidos
13467,Em Risco
13468,Campeões
13470,Clientes Promissores
13471,Precisando de Atenção
13473,Clientes Promissores
13474,Hibernando/Perdidos
13475,Hibernando/Perdidos
13476,Grandes Gastadores Recentes
13477,Clientes Leais
13479,Hibernando/Perdidos
13481,Clientes Leais
13482,Hibernando/Perdidos
13483,Clientes Promissores
13484,Hibernando/Perdidos
13485,Hibernando/Perdidos
13486,Grandes Gastadores Recentes
13487,Clientes Promissores
13488,Clientes Leais
13489,Clientes Leais
13491,Clientes Leais
13492,Grandes Gastadores Recentes
13493,Hibernando/Perdidos
13494,Hibernando/Perdidos
13495,Precisando de Atenção
13496,Em Risco
13497,Hibernando/Perdidos
13499,Clientes Leais
13500,Grandes Gastadores Recentes
13501,Hibernando/Perdidos
13502,Clientes Promissores
13503,Clientes Promissores
13504,Clientes Promissores
13505,Clientes Leais
13506,Hibernando/Perdidos
13507,Precisando de Atenção
13508,Hibernando/Perdidos
13509,Precisando de Atenção
13510,Precisando de Atenção
13512,Hibernando/Perdidos
13513,Clientes Promissores
13514,Clientes Promissores
13515,Clientes Leais
13516,Grandes Gastadores Recentes
13517,Grandes Gastadores Recentes
13518,Clientes Promissores
13519,Clientes Promissores
13520,Clientes Leais
13521,Precisando de Atenção
13522,Clientes Promissores
13523,Clientes Leais
13524,Clientes Leais
13525,Clientes Promissores
13527,Clientes Leais
13529,Clientes Promissores
13531,Hibernando/Perdidos
13532,Clientes Promissores
13533,Hibernando/Perdidos
13534,Campeões
13536,Campeões
13538,Clientes Leais
13539,Clientes Promissores
13544,Clientes Promissores
13546,Precisando de Atenção
13548,Clientes Promissores
13549,Clientes Leais
13551,Hibernando/Perdidos
13552,Clientes Leais
13555,Clientes Leais
13557,Clientes Promissores
13558,Precisando de Atenção
13560,Em Risco
13561,Hibernando/Perdidos
13562,Grandes Gastadores Recentes
13563,Clientes Promissores
13564,Grandes Gastadores Recentes
13565,Clientes Promissores
13566,Clientes Promissores
13568,Clientes Promissores
13569,Clientes Promissores
13570,Hibernando/Perdidos
13571,Campeões
13572,Hibernando/Perdidos
13573,Clientes Promissores
13575,Clientes Leais
13576,Campeões
13577,Clientes Leais
13579,Clientes Promissores
13581,Hibernando/Perdidos
13583,Clientes Promissores
13584,Hibernando/Perdidos
13587,Clientes Promissores
13588,Clientes Leais
13589,Clientes Promissores
13590,Precisando de Atenção
13591,Grandes Gastadores Recentes
13592,Clientes Leais
13593,Clientes Leais
13594,Clientes Promissores
13596,Em Risco
13598,Clientes Promissores
13599,Campeões
13600,Hibernando/Perdidos
13601,Clientes Promissores
13602,Clientes Promissores
13603,Clientes Promissores
13606,Clientes Promissores
13607,Clientes Promissores
13610,Precisando de Atenção
13611,Grandes Gastadores Recentes
13614,Clientes Leais
13615,Hibernando/Perdidos
13617,Clientes Promissores
13618,Clientes Promissores
13621,Clientes Promissores
13623,Clientes Leais
13626,Hibernando/Perdidos
13627,Clientes Leais
13629,Clientes Leais
13630,Precisando de Atenção
13631,Clientes Leais
13632,Clientes Leais
13634,Clientes Leais
13635,Grandes Gastadores Recentes
13636,Clientes Leais
13637,Clientes Promissores
13638,Clientes Promissores
13639,Grandes Gastadores Recentes
13642,Hibernando/Perdidos
13643,Clientes Promissores
13644,Clientes Leais
13645,Clientes Promissores
13647,Precisando de Atenção
13649,Hibernando/Perdidos
13650,Clientes Leais
13651,Clientes Promissores
13652,Grandes Gastadores Recentes
13654,Clientes Leais
13655,Clientes Promissores
13656,Clientes Promissores
13657,Em Risco
13658,Precisando de Atenção
13659,Hibernando/Perdidos
13662,Clientes Promissores
13663,Clientes Promissores
13666,Clientes Promissores
13667,Clientes Promissores
13668,Campeões
13669,Clientes Promissores
13670,Clientes Promissores
13672,Hibernando/Perdidos
13673,Clientes Promissores
13675,Clientes Promissores
13678,Clientes Promissores
13680,Precisando de Atenção
13681,Clientes Leais
13682,Hibernando/Perdidos
13684,Hibernando/Perdidos
13685,Campeões
13686,Hibernando/Perdidos
13689,Clientes Promissores
13690,Clientes Promissores
13692,Grandes Gastadores Recentes
13694,Campeões
13695,Clientes Leais
13697,Clientes Promissores
13699,Clientes Promissores
13700,Clientes Leais
13703,Hibernando/Perdidos
13704,Campeões
13705,Precisando de Atenção
13706,Hibernando/Perdidos
13707,Hibernando/Perdidos
13708,Hibernando/Perdidos
13709,Campeões
13710,Clientes Promissores
13711,Hibernando/Perdidos
13712,Hibernando/Perdidos
13715,Hibernando/Perdidos
13716,Hibernando/Perdidos
13717,Clientes Leais
13718,Hibernando/Perdidos
13719,Clientes Leais
13720,Clientes Leais
13721,Clientes Promissores
13722,Grandes Gastadores Recentes
13723,Hibernando/Perdidos
13725,Clientes Leais
13726,Grandes Gastadores Recentes
13727,Clientes Promissores
13728,Clientes Leais
13730,Clientes Promissores
13731,Hibernando/Perdidos
13732,Clientes Promissores
13735,Clientes Leais
13736,Em Risco
13737,Hibernando/Perdidos
13739,Clientes Promissores
13740,Hibernando/Perdidos
13741,Clientes Promissores
13742,Clientes Leais
13743,Precisando de Atenção
13744,Grandes Gastadores Recentes
13745,Clientes Promissores
13747,Hibernando/Perdidos
13748,Clientes Leais
13750,Clientes Leais
13751,Hibernando/Perdidos
13752,Clientes Leais
13753,Hibernando/Perdidos
13754,Clientes Promissores
13755,Campeões
13756,Campeões
13758,Campeões
13759,Clientes Promissores
13760,Clientes Promissores
13761,Grandes Gastadores Recentes
13762,Hibernando/Perdidos
13763,Grandes Gastadores Recentes
13764,Grandes Gastadores Recentes
13767,Campeões
13769,Campeões
13771,Clientes Leais
13772,Grandes Gastadores Recentes
13774,Clientes Promissores
13777,Campeões
13778,Clientes Promissores
13780,Em Risco
13781,Hibernando/Perdidos
13782,Precisando de Atenção
13784,Campeões
13786,Hibernando/Perdidos
13787,Clientes Promissores
13790,Em Risco
13791,Grandes Gastadores Recentes
13792,Clientes Promissores
13798,Campeões
13799,Clientes Promissores
13800,Hibernando/Perdidos
13801,Clientes Promissores
13802,Grandes Gastadores Recentes
13803,Hibernando/Perdidos
13804,Clientes Leais
13805,Clientes Promissores
13806,Clientes Promissores
13807,Hibernando/Perdidos
13808,Precisando de Atenção
13809,Hibernando/Perdidos
13810,Grandes Gastadores Recentes
13811,Hibernando/Perdidos
13812,Clientes Promissores
13813,Clientes Leais
13814,Grandes Gastadores Recentes
13815,Clientes Leais
13816,Clientes Promissores
13817,Clientes Promissores
13819,Hibernando/Perdidos
13821,Clientes Promissores
13822,Em Risco
13823,Grandes Gastadores Recentes
13824,Clientes Leais
13826,Clientes Promissores
13827,Clientes Promissores
13828,Clientes Promissores
13831,Clientes Leais
13832,Clientes Promissores
13833,Clientes Promissores
13835,Clientes Leais
13837,Hibernando/Perdidos
13838,Precisando de Atenção
13841,Hibernando/Perdidos
13842,Clientes Leais
13844,Em Risco
13845,Clientes Promissores
13846,Clientes Promissores
13848,Grandes Gastadores Recentes
13849,Grandes Gastadores Recentes
13850,Grandes Gastadores Recentes
13851,Grandes Gastadores Recentes
13853,Grandes Gastadores Recentes
13854,Campeões
